id,SMILES_input,fingerprints_input_ECFP4,SMILES_out,SMILES_output_ECFP4
38,C C C 1 = C ( [C@H] ( N C ( = S ) N 1 C 2 = C C 3 = C ( C = C 2 ) O C C O 3 ) C 4 = C C = C C = C 4 F ) C ( = O ) O C,19 80 97 145 233 265 294 301 364 371 398 441 650 656 695 699 738 740 786 807 812 818 830 838 841 875 906 926 935 950 951 1000 1019 1027 1032 1035 1057 1088 1114 1137 1152 1167 1199 1279 1380 1427 1430 1479 1497 1529 1630 1633 1647 1686 1717 1750 1757 1799 1825 1840 1860 1873 1874 1898 1905 1917 1928 1934,CCC1=C(C(N2C(=S)NC(=S)N(C2=N1)C3=CC4=C(C=C3)OCCO4)C5=CC=CC=C5F)C(=O)OC,CCC1=C(C(N2C(=S)NC(=S)N(C2=N1)C3=CC4=C(C=C3)OCCO4)C5=CC=CC=C5F)C(=O)OC
39,C C 1 = C C 2 = C ( C = C 1 C ) O C 3 = C ( C 2 = O ) C ( N ( C 3 = O ) C 4 = N N = C ( S 4 ) C ) C 5 = C C = C ( C = C 5 ) O C,75 136 144 162 171 305 314 322 343 351 362 365 378 406 417 509 525 647 650 656 665 675 695 718 759 781 819 831 838 841 860 875 879 897 935 986 989 1019 1057 1109 1164 1218 1223 1273 1279 1357 1363 1380 1391 1401 1427 1438 1442 1452 1503 1510 1536 1549 1601 1604 1634 1648 1719 1722 1750 1766 1803 1808 1865 1873 1876 1877 1922 1981 2028,CC1=CC2=C(C=C1C)OC3=C(C2=O)C(N(C3=O)C4=NN=C(S4)C)C5=C(N=CN5C6=NN=C(S6)C)C7=CC=C(C=C7)OC,CC1=CC2=C(C=C1C)OC3=C(C2=O)C(N(C3=O)C4=NN=C(S4)C)C5=C(N=CN5C6=NN=C(S6)C)C7=CC=C(C=C7)OC
40,C C 1 = C 2 C ( = C C = C 1 ) S C ( = N 2 ) N,96 162 166 378 438 461 488 640 649 675 812 885 1039 1057 1088 1107 1123 1131 1166 1171 1264 1285 1301 1343 1380 1391 1457 1484 1555 1605 1722 1724 1731 1750 1837 1855 1873 1941 1999,CC1=C2C(=CC=C1)SC(=N2)N=C3N=C4C(=CC=CC4=C5SC(=N5)N)S3,CC1=C2C(=CC=C1)SC(=N2)N=C3N=C4C(=CC=CC4=C5SC(=N5)N)S3
41,O = c 1 n ( c 2 c c 3 c ( c c 2 ) c c c c 3 ) c ( n c 2 c 1 c c c c 2 ) C C,80 107 203 211 233 243 289 294 314 318 322 378 389 484 501 504 515 598 650 834 875 935 948 1014 1057 1087 1088 1097 1199 1357 1364 1380 1445 1446 1546 1573 1602 1619 1722 1750 1781 1799 1808 1825 1855 1873 1993,CCC1=NC2=CC=CC=C2C(=O)N1C3=CC4=C(C=C3)N=C(N(C4=O)C5=CC6=CC=CC=C6C=C5)CC,CCC1=NC2=CC=CC=C2C(=O)N1C3=CC4=C(C=C3)N=C(N(C4=O)C5=CC6=CC=CC=C6C=C5)CC
42,C [Si] ( C ) ( C ) C 1 = C O C = C 1 C 2 = C C = C C = C 2,100 140 222 261 334 347 352 378 384 389 530 572 589 650 656 736 797 1057 1088 1160 1199 1380 1562 1724 1750 1800 1873 1887 1959 1976,C[Si](C)(C)C1=COC=C(C2=NOC=C(C1=N2)C3=CC=CC=C3)C4=CC=CC=C4,C[Si](C)(C)C1=COC=C(C2=NOC=C(C1=N2)C3=CC=CC=C3)C4=CC=CC=C4
43,C 1 = C C = C 2 C ( = C 1 ) N = C ( C ( = N 2 ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl ) N C 4 = C C = C ( C = C 4 ) C 5 = C C = C ( C = C 5 ) [N+] ( = O ) [O-],4 20 69 191 216 271 289 319 350 378 491 502 560 561 587 641 650 708 715 753 769 816 825 838 843 854 883 888 896 1018 1052 1070 1088 1097 1152 1160 1195 1199 1255 1266 1270 1274 1360 1380 1476 1524 1526 1683 1730 1742 1750 1809 1814 1855 1863 1873 1884 1921 1942 1962 1963 1964,C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC=C(C=C3)C4=CC=C(C=C4)[N+](=O)[O-])NC5=CC=C(C=C5)NC6=NC(=NN=N6)[O-],C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC=C(C=C3)C4=CC=C(C=C4)[N+](=O)[O-])NC5=CC=C(C=C5)NC6=NC(=NN=N6)[O-]
44,C C C 1 = C C = C ( C = C 1 ) N C ( = O ) C O C ( = O ) [C@@H] ( C ) N 2 C ( = O ) [C@@H] 3 [C@H] 4 C C [C@@H] ( C 4 ) [C@@H] 3 C 2 = O,1 5 37 41 80 120 125 145 147 167 191 214 280 283 294 305 310 314 463 585 647 650 694 695 708 755 761 807 843 892 901 916 926 929 935 979 1019 1057 1077 1144 1152 1155 1159 1172 1292 1325 1380 1457 1499 1624 1690 1750 1754 1799 1816 1873 1917 1965 1996 2004 2007 2047,CCC1=CC=C(C=C1)NC(=O)COC(=O)[C@H](C)N2C(=O)[C@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O,CCC1=CC=C(C=C1)NC(=O)COC(=O)[C@H](C)N2C(=O)[C@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O
45,C 1 = C C = C ( C ( = C 1 ) C S C 2 = N N = C ( S 2 ) N 3 C ( C ( = C ( C 3 = O ) O ) C ( = O ) C 4 = C C = C S 4 ) C 5 = C C = C ( C = C 5 ) Cl ) F,9 14 19 79 80 116 162 171 204 216 241 314 341 344 378 383 419 444 465 504 561 580 584 613 650 675 699 762 797 807 816 819 879 898 915 935 941 999 1019 1032 1068 1070 1088 1101 1164 1199 1279 1349 1380 1389 1414 1427 1493 1521 1549 1567 1591 1597 1601 1602 1634 1651 1683 1750 1803 1833 1840 1873 1917 1922 1928 2024,C1=CC=C(C(=C1)CSC2=NN=C(S2)N3C(C(=C(C3=O)O)C(=O)C4=CC=CS4)C5=CC=C(C=C5)Cl)F,C1=CC=C(C(=C1)CSC2=NN=C(S2)N3C(C(=C(C3=O)O)C(=O)C4=CC=CS4)C5=CC=C(C=C5)Cl)F
46,C C 1 = C ( C ( = O ) N ( N 1 C ) C 2 = C C = C C = C 2 ) N C ( = O ) C ( C ) O C ( = O ) C C 3 = C ( C = C C = C 3 Cl ) F,1 69 75 80 131 246 283 314 325 327 366 381 385 389 430 504 561 570 573 611 643 650 695 699 705 712 758 807 813 861 882 935 974 1032 1039 1049 1057 1088 1117 1144 1145 1152 1199 1235 1253 1269 1380 1386 1660 1683 1722 1736 1750 1766 1816 1825 1840 1873 1917 1928 1957 1977 2003 2034,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C(C)OC(=O)CC3=C(C=CC=C3Cl)F,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C(C)OC(=O)CC3=C(C=CC=C3Cl)F
47,C C 1 = C C ( = C ( C = C 1 ) N C 2 = C ( C ( = N C = N 2 ) N C 3 = C ( C = C C ( = C 3 ) C ) O C ) N ) C,94 204 235 249 275 302 364 378 402 433 489 491 626 630 695 708 725 841 875 1013 1057 1152 1171 1224 1367 1380 1391 1442 1452 1457 1503 1536 1542 1722 1750 1810 1818 1823 1856 1873 1905 1970 2012 2030,CC1=CC(=C(C=C1)NC2=C(C(=NC=N2)NC3=C(C=CC(=C3)C)OC)N)C,CC1=CC(=C(C=C1)NC2=C(C(=NC=N2)NC3=C(C=CC(=C3)C)OC)N)C
48,C / C = C / [C@@H] ( C ) [C@H] 1 [C@@H] ( [C@@H] ( O C 1 = O ) [C@H] ( C ) I ) C,1 10 26 58 208 283 314 501 523 650 656 661 694 750 823 835 844 941 1019 1045 1057 1141 1240 1296 1309 1312 1380 1403 1486 1592 1595 1619 1624 1689 1713 1735 1763 1885 2020 2044,C/C=C/[C@H](C)[C@@H]1[C@H]([C@@H](OC1=O)[C@@H](C)[C@H]2[C@H]([C@H](OC2=O)[C@@H](C)[C@H](C)I)C)C,C/C=C/[C@H](C)[C@@H]1[C@H]([C@@H](OC1=O)[C@@H](C)[C@H]2[C@H]([C@H](OC2=O)[C@@H](C)[C@H](C)I)C)C
49,C C ( C C ( = O ) N C 1 = C C = C ( C = C 1 ) C 2 = C S C ( = N 2 ) N C 3 = C C = C C = C 3 Cl ) C C ( C ) ( C ) C,0 1 6 41 80 84 114 117 191 283 311 366 378 385 392 491 517 541 552 561 585 599 609 650 675 702 807 825 843 896 901 956 974 980 997 1055 1057 1058 1077 1080 1088 1152 1159 1160 1183 1199 1224 1264 1266 1290 1380 1485 1567 1575 1683 1696 1750 1787 1816 1855 1873 1917 1946 1971,CC(CC(=O)NC1=CC=C(C=C1)C2=CSC(=N2)NC3=CC=CC=C3Cl)CC(=O)NC(C)NC(=O)CC(C)CC(C)(C)C,CC(CC(=O)NC1=CC=C(C=C1)C2=CSC(=N2)NC3=CC=CC=C3Cl)CC(=O)NC(C)NC(=O)CC(C)CC(C)(C)C
50,C 1 C N ( C C C 1 C ( = O ) N C 2 = C C ( = C C = C 2 ) F ) C ( = O ) C 3 = C C = C C = C 3 Cl,184 191 230 263 362 366 553 561 650 652 689 699 703 785 807 849 875 926 935 942 973 974 1019 1030 1039 1088 1151 1152 1199 1218 1275 1325 1359 1380 1447 1480 1482 1487 1504 1579 1670 1683 1691 1750 1816 1837 1873 1917 1928 1991 2009,C1CN(CCC1C(=O)NC2=CC(=CC=C2)F)C(=O)C3=CC=CC=C3C(=O)N4CCC(CC4)C(=O)NC5=CC(=CC=C5)F,C1CN(CCC1C(=O)NC2=CC(=CC=C2)F)C(=O)C3=CC=CC=C3C(=O)N4CCC(CC4)C(=O)NC5=CC(=CC=C5)F
51,C 1 C [C@H] ( C ( = O ) C 1 ) O C ( = O ) C 2 = C C = C C = C 2 O C C ( = O ) N C 3 = C C = C C ( = C 3 ) C ( F ) ( F ) F,12 41 80 96 114 121 132 133 145 167 184 191 192 258 292 314 315 368 370 420 473 500 650 695 703 807 809 825 867 875 901 902 926 972 974 984 990 1019 1028 1039 1075 1088 1115 1126 1152 1187 1199 1260 1325 1380 1410 1417 1447 1452 1453 1475 1476 1522 1610 1635 1692 1721 1738 1750 1816 1873 1917 1928 1970 1991 2004 2017,C1CC(C(=O)C1)OOC2=CC=CC=C2C(=O)OC3CCCC3=O,C1CC(C(=O)C1)OOC2=CC=CC=C2C(=O)OC3CCCC3=O
52,C O C 1 = C C ( = C C ( = C 1 O C ) O C ) C ( = O ) N C C ( = O ) O C C ( = O ) C 2 = C C = C ( C = C 2 ) C 3 C C C C C 3,2 80 93 114 147 197 215 249 264 265 282 333 428 486 650 695 797 807 841 862 875 890 926 1019 1028 1038 1057 1085 1152 1158 1263 1279 1285 1314 1325 1364 1380 1385 1386 1416 1440 1536 1548 1563 1578 1599 1618 1693 1697 1750 1803 1856 1873 1892 1917 1928 1943 1970 2000 2004,COC1=CC(=CC(=C1OC)OC)C(=O)NCC(=O)OCC(=O)C2=CC=C(C=C2)C3CCCCC3,COC1=CC(=CC(=C1OC)OC)C(=O)NCC(=O)OCC(=O)C2=CC=C(C=C2)C3CCCCC3
53,C S ( = O ) ( = O ) N ( C C 1 = C C = C ( C = C 1 ) F ) C 2 = C C = C ( C = C 2 ) C ( = O ) N C 3 = C C = C C = C 3 C ( = O ) N 4 C C C C C C 4,2 66 80 81 89 90 98 121 214 310 350 362 369 383 486 507 521 649 650 692 699 745 807 881 926 935 942 947 960 973 1028 1057 1088 1091 1096 1147 1152 1199 1213 1224 1246 1279 1380 1385 1410 1447 1476 1480 1491 1504 1665 1670 1684 1696 1697 1750 1754 1795 1816 1873 1917 1928 1941 1991 1998 2009 2035 2044,CS(=O)(=O)N(CC1=CC=C(C=C1)F)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C(=O)NNC(=O)C4=CC=CC=C4C(=O)N5CCCCC5,CS(=O)(=O)N(CC1=CC=C(C=C1)F)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C(=O)NNC(=O)C4=CC=CC=C4C(=O)N5CCCCC5
54,C 1 C ( C C ( C C 1 F ) Cl ) O,32 109 409 590 703 768 769 775 790 807 833 892 926 937 955 1019 1149 1193 1203 1257 1292 1348 1456 1655 1683 1785 1834 1917 1928 1930 1960 1975,C1C(CC(CC1O)F)C2C(C(C(C(C2(F)F)Cl)F)F)(C3CC(CC(C3)Cl)F)C(=O)C4CC(CC(C4)F)F,C1C(CC(CC1O)F)C2C(C(C(C(C2(F)F)Cl)F)F)(C3CC(CC(C3)Cl)F)C(=O)C4CC(CC(C4)F)F
55,C C C C N 1 C ( = O ) C 2 = C C = C C = C 2 N C 1 = S,70 80 97 119 148 167 294 314 504 557 583 591 650 725 759 794 802 831 935 992 1033 1057 1088 1114 1145 1157 1166 1199 1299 1357 1380 1470 1472 1573 1619 1620 1622 1696 1717 1725 1745 1750 1783 1801 1814 1873 1882 1911 1917 1984,CCCCN1C(=O)C2=C(NC1=S)N(C(=S)N(C2=O)CCCC)N=C3C4=CC=CC=C4NC5=CC=CC=C53,CCCCN1C(=O)C2=C(NC1=S)N(C(=S)N(C2=O)CCCC)N=C3C4=CC=CC=C4NC5=CC=CC=C53
56,C [C@@H] 1 [C@@H] ( O [C@@H] ( O [C@@H] 1 C 2 = C C = C ( C = C 2 ) C O ) C 3 = C C = C ( C = C 3 ) C 4 = C C = C C ( = C 4 ) C N C ( = O ) O C C = C ) C N 5 C = N C ( = C 5 Cl ) Cl,3 17 58 80 97 147 197 217 222 254 255 310 339 378 485 536 537 557 561 591 610 619 650 656 694 695 715 732 736 746 785 807 837 875 896 908 931 932 935 940 955 978 986 1019 1021 1039 1048 1057 1064 1066 1069 1073 1088 1098 1152 1160 1279 1309 1338 1366 1375 1380 1439 1452 1455 1534 1572 1573 1604 1640 1645 1660 1683 1687 1700 1750 1754 1758 1779 1803 1825 1873 1885 1917 1921 1955 1964 1978 1983 2007 2014 2020,C[C@H]1[C@H](O[C@H](O[C@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)OCC=C)CN5C=NC(=C5Cl)Cl,C[C@H]1[C@H](O[C@H](O[C@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)OCC=C)CN5C=NC(=C5Cl)Cl
57,C C 1 C C N ( C C 1 ) C 2 = C ( C ( = O ) N 3 C = C C = C C 3 = N 2 ) C = N N C 4 = C C = C C = C 4,3 40 63 130 191 264 292 314 331 335 350 378 384 389 407 433 504 513 600 650 694 703 725 819 864 926 935 945 973 1019 1057 1088 1101 1148 1152 1161 1199 1221 1252 1309 1325 1380 1455 1472 1480 1581 1656 1688 1740 1750 1779 1795 1836 1855 1867 1873 1914 1941 1969 2028,CC1CCN(CC1)C2=C(C(=O)N3C=CC=CC3=N2)/C=N/NC4=CC=CC=C4,CC1CCN(CC1)C2=C(C(=O)N3C=CC=CC3=N2)/C=N/NC4=CC=CC=C4
58,[N+] 1 ( = [N+] ( c 2 c ( c c ( c c 2 ) O C ) C C c 2 c 1 c c c ( c 2 ) O C ) [O-] ) [O-],11 55 143 177 262 283 295 322 355 455 458 463 476 490 665 695 715 718 781 841 875 926 966 997 1057 1236 1245 1314 1335 1374 1375 1380 1476 1517 1536 1587 1612 1665 1671 1738 1750 1757 1861 1873 1972 1975 2038,COC1=CC2=C(C=C1)[N+](=C(CC2)C3=[N+](C4=C(CC3)C=C(C=C4)OC)[O-])C5=[N+](C6=C(CC5)C=C(C=C6)OC)[O-],COC1=CC2=C(C=C1)[N+](=C(CC2)C3=[N+](C4=C(CC3)C=C(C=C4)OC)[O-])C5=[N+](C6=C(CC5)C=C(C=C6)OC)[O-]
59,C S C 1 = C ( C = C 2 C ( = C 1 ) C C N 2 C ( = O ) N C 3 = C N = C C = C 3 ) I,116 191 218 229 322 378 394 437 582 598 607 650 655 661 682 689 703 716 793 807 858 866 875 926 935 947 954 981 1023 1025 1043 1057 1064 1088 1152 1212 1236 1295 1380 1384 1387 1399 1401 1480 1525 1535 1586 1603 1683 1723 1738 1750 1775 1816 1847 1866 1873 1884 1888 1917 2011 2021,CSC1=C(C=C2C(=C1)CCN2C(=O)N3CCN(C4=CC(=C(C=C43)I)I)S)I,CSC1=C(C=C2C(=C1)CCN2C(=O)N3CCN(C4=CC(=C(C=C43)I)I)S)I
60,C O C 1 = C C = C C = C 1 N 2 C C N ( C C 2 ) C ( = O ) C [C@H] 3 C [C@H] 4 C C [C@@H] 3 C 4,5 80 87 109 115 130 187 226 231 237 249 280 373 407 512 585 634 650 695 760 785 807 841 926 935 941 1004 1009 1017 1019 1057 1088 1133 1199 1221 1292 1295 1325 1330 1380 1410 1446 1480 1508 1536 1568 1589 1601 1647 1750 1804 1820 1873 1917 1939 1970 2009 2047,[B](CC(=O)N1CCN(CC1)C2=CC=CC=C2OC)N3CCN(CC3)C(=O)CC4CC5CCC4C5,[B](CC(=O)N1CCN(CC1)C2=CC=CC=C2OC)N3CCN(CC3)C(=O)CC4CC5CCC4C5
61,C C 1 = C C ( = C C ( = C 1 ) [Se] ) C,16 19 236 519 540 875 888 1014 1057 1250 1380 1545 1588 1701 1722 1812 1823 1829 1873 1902 1936 1953,CC1=CC(=CC(=C1)[Se])[As](C2=CC(=CC(=C2)C)C)C3=C(C(=C(C(=C3)C)[Se])[Se])[Se],CC1=CC(=CC(=C1)[Se])[As](C2=CC(=CC(=C2)C)C)C3=C(C(=C(C(=C3)C)[Se])[Se])[Se]
62,C O C 1 = C C = C ( C = C 1 ) O C C C N C C C O C 2 = C C = C ( C = C 2 ) O C,13 20 22 80 102 141 166 204 282 322 490 522 667 695 718 771 781 831 841 906 1004 1034 1057 1103 1152 1165 1322 1380 1452 1521 1536 1586 1750 1806 1873 1911 1922 1993,COC1=CC=C(C=C1)OCCCNCCCO[Si]CNCCCOC2=CC=C(C=C2)OC,COC1=CC=C(C=C1)OCCCNCCCO[Si]CNCCCOC2=CC=C(C=C2)OC
63,C = C C N 1 C C C 2 = C 1 C = C ( C = C 2 ) [N+] ( = O ) [O-],65 75 80 104 106 166 177 350 487 650 652 694 715 716 728 742 753 838 875 926 935 940 1054 1089 1195 1236 1274 1295 1366 1380 1409 1422 1480 1503 1645 1738 1750 1809 1814 1820 1866 1873 1888 1901 1940 1948 1961 1963 1969 1980,C=CCN1CCC2=C1C=C(C=C2)[N+](=O)C3=CC4=C(CCN4C=[N+]=O)C=C3,C=CCN1CCC2=C1C=C(C=C2)[N+](=O)C3=CC4=C(CCN4C=[N+]=O)C=C3
64,C 1 C C 2 = C C = C C = C 2 N ( C 1 ) C ( = O ) C O C ( = O ) C 3 = C ( C = C C ( = C 3 ) Br ) F,80 85 145 147 159 177 216 275 400 556 626 650 695 699 728 766 807 830 864 875 887 909 926 934 935 1009 1028 1069 1088 1138 1157 1165 1198 1199 1215 1236 1295 1380 1387 1414 1480 1567 1606 1631 1647 1673 1708 1730 1738 1750 1791 1808 1812 1840 1873 1917 1928 1991 1997 2004 2047,C1CC2=CC=CC=C2N(C1)C(=O)COC(=O)C3=C(C=CC(=C3)Br)F,C1CC2=CC=CC=C2N(C1)C(=O)COC(=O)C3=C(C=CC(=C3)Br)F
65,C O C 1 = C C = C ( C = C 1 ) C 2 = N C ( = N O 2 ) C 3 = C C ( = C C = C 3 ) N,248 322 378 496 647 649 652 656 695 718 720 736 750 781 831 841 875 888 896 930 986 1020 1028 1039 1047 1057 1088 1114 1160 1171 1245 1289 1303 1335 1380 1385 1457 1536 1542 1631 1655 1750 1855 1873 1910 2013,COC1=CC=C(C=C1)C2=NC(=NO2)C3=CC=CC(=C3)C4=NOC(=N4)C5=CC(=CC=C5)N,COC1=CC=C(C=C1)C2=NC(=NO2)C3=CC=CC(=C3)C4=NOC(=N4)C5=CC(=CC=C5)N
66,C C C 1 = C ( C = C C ( = N 1 ) C ( C ) C ) C 2 = C ( N = C 3 C ( = N 2 ) C ( = C N 3 [C@@H] ( C ) C C O ) C ) C C,1 15 80 114 169 222 225 237 249 264 283 294 323 352 361 378 394 424 427 464 473 501 541 567 598 606 680 688 707 738 739 763 805 807 855 895 898 925 935 1034 1053 1057 1141 1162 1233 1380 1391 1615 1644 1696 1722 1724 1750 1799 1800 1855 1872 1873 1897 2018,CCC1=C(C=CC(=N1)C(C)C)C2=C(C=CC(=N2)C(C)C)C3=NC4=C(C=CC(=N4)C(C)C)C(C)N5C=C(C(=CN5C(C)CCO)C)C,CCC1=C(C=CC(=N1)C(C)C)C2=C(C=CC(=N2)C(C)C)C3=NC4=C(C=CC(=N4)C(C)C)C(C)N5C=C(C(=CN5C(C)CCO)C)C
67,C 1 C N ( C C N 1 C C 2 = N C ( = C S 2 ) C 3 = C C = C S 3 ) C C ( = O ) N 4 C C N ( C C 4 ) C 5 = C C = C C = C 5,14 59 62 72 74 80 125 241 277 378 383 389 407 465 552 568 583 650 675 687 705 760 784 807 926 935 980 1009 1020 1049 1054 1056 1088 1199 1215 1224 1264 1312 1313 1342 1380 1405 1427 1480 1508 1567 1578 1589 1719 1731 1750 1765 1791 1810 1825 1855 1873 1917 2009,C1CN(CCN1CC2=NC(=CS2)C3=CC=CS3)CC(=O)N4CCN(CC4)CC(=O)N5CCN(CC5)C6=CC=CC=C6,C1CN(CCN1CC2=NC(=CS2)C3=CC=CS3)CC(=O)N4CCN(CC4)CC(=O)N5CCN(CC5)C6=CC=CC=C6
68,C C O C ( = O ) C 1 = C ( S C ( = C 1 C ) C ( = O ) O C C ) N C ( = S ) N 2 C C N ( C C 2 ) C C 3 = C C = C C 4 = C C = C C = C 4 3,50 54 74 80 97 110 145 147 162 164 189 216 252 294 310 586 607 649 650 662 675 695 759 781 784 807 837 899 913 926 935 942 1039 1057 1087 1088 1104 1118 1152 1169 1199 1238 1304 1307 1349 1357 1362 1380 1462 1480 1545 1573 1589 1597 1651 1667 1706 1722 1750 1765 1787 1791 1792 1816 1855 1873 1917 1955 2009,CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=S)N2CCN(CC2)CC3=CC=CC4=CC=CC=C43,CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=S)N2CCN(CC2)CC3=CC=CC4=CC=CC=C43
69,C C 1 = C C ( = C C = C 1 ) N C ( = O ) N C C C N 2 C C C C 2 = O,80 155 184 191 197 282 299 312 314 320 379 393 425 650 652 667 703 798 807 875 926 935 936 951 1013 1028 1039 1055 1057 1088 1089 1123 1138 1145 1152 1182 1219 1374 1380 1453 1480 1488 1722 1738 1750 1752 1816 1823 1861 1873 1876 1911 1917 1989 1990,CC1=CC(=CC=C1)NC(=O)NNCCCN2CCCC2=O,CC1=CC(=CC=C1)NC(=O)NNCCCN2CCCC2=O
70,C = C 1 C = C C 2 C 1 C C 2,35 125 235 265 340 344 409 434 448 455 484 522 547 632 646 825 848 860 926 1017 1019 1026 1047 1083 1167 1218 1325 1366 1380 1545 1789 1861 1873 1884 1996,C=C1C=CC2CCC3C=CC(=C(C)C4CCC(C=C4)C5CCC3C(=C)C=C5)C2C1,C=C1C=CC2CCC3C=CC(=C(C)C4CCC(C=C4)C5CCC3C(=C)C=C5)C2C1
71,C [C@H] 1 [C@H] ( [C@H] ( C [C@@H] ( O 1 ) O [C@H] 2 C [C@@] ( C C 3 = C 2 C ( = C 4 C ( = C 3 O ) C ( = O ) C 5 = C ( C 4 = O ) C ( = C C = C 5 ) O C ) O ) ( C ( = O ) C O ) O ) N 6 C C O C [C@@H] 6 C N ) O,5 33 34 80 121 139 192 202 222 244 249 283 298 314 352 361 382 422 495 505 523 550 563 574 587 650 656 679 687 695 722 751 799 807 841 842 852 895 904 926 935 940 950 973 981 984 1019 1025 1039 1041 1051 1057 1060 1070 1085 1088 1154 1171 1184 1204 1257 1292 1309 1380 1381 1410 1441 1450 1476 1480 1487 1509 1536 1552 1583 1597 1602 1612 1628 1648 1664 1689 1721 1747 1750 1789 1815 1823 1873 1917 1921 1923 1970 1988 1997,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCOCC6CN)O,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCOCC6CN)O
72,C 1 = C C ( = C C = C 1 C C C 2 = C C ( = N C ( = C 2 ) C 3 = C C ( = C C ( = N 3 ) C O ) C C C 4 = C C = C ( C = C 4 ) [N+] ( = O ) [O-] ) C O ) [N+] ( = O ) [O-],80 119 185 204 222 244 286 310 341 378 440 499 638 645 650 673 715 724 729 753 769 807 837 838 875 980 1004 1045 1110 1195 1200 1204 1243 1274 1380 1398 1452 1513 1750 1754 1809 1814 1855 1873 1900 1963 1983,C1=CC(=CC=C1CCC2=CC(=NC(=C2)C3=CC(=CC(=N3)CO)CCC4=CC=C(C=C4)[N+](=O)[O-])CO)CNCO,C1=CC(=CC=C1CCC2=CC(=NC(=C2)C3=CC(=CC(=N3)CO)CCC4=CC=C(C=C4)[N+](=O)[O-])CO)CNCO
73,C N ( C ) O C 1 = C C = C C = C 1 C = O,34 116 120 184 271 441 448 570 650 694 695 735 811 862 881 961 975 1004 1057 1063 1088 1130 1163 1172 1199 1318 1380 1410 1417 1529 1580 1645 1729 1750 1868 1873 1970 2026,B(N(C)SC1=CC=CC=C1C=O)(N(C)SN(C)C)OC2=CC=CC=C2C=O,B(N(C)SC1=CC=CC=C1C=O)(N(C)SN(C)C)OC2=CC=CC=C2C=O
74,O = C 1 N 2 [C@] ( c 3 [nH] c 4 c ( c 3 C C 2 ) c c c c 4 ) ( [C@H] ( C C 1 C C ( = O ) N C c 1 c c ( O C ) c ( O C ) c c 1 ) C ( = O ) N 1 C C O C C 1 ) C C C 1 C C C C 1,5 11 29 38 41 42 68 80 83 94 114 119 120 137 140 197 246 249 255 310 314 333 352 361 416 484 523 591 593 596 625 650 656 678 695 713 791 795 807 825 832 841 859 875 890 926 935 950 978 1004 1019 1027 1028 1057 1060 1088 1089 1114 1115 1152 1162 1199 1206 1223 1245 1280 1292 1299 1325 1357 1380 1405 1441 1480 1535 1536 1573 1611 1705 1738 1745 1746 1750 1754 1779 1783 1861 1863 1873 1917 1962 1964 1970 2009,O=C1N2[C@](c3[nH]c4c(c3CC2)cccc4)([C@H](CC1CC(=O)NCc1cc(OC)c(OC)cc1)C(=O)N1CCOCC1)CCC1CCCC1,O=C1N2[C@](c3[nH]c4c(c3CC2)cccc4)([C@H](CC1CC(=O)NCc1cc(OC)c(OC)cc1)C(=O)N1CCOCC1)CCC1CCCC1
75,C C O C 1 = C ( C = C C ( = C 1 ) / C = C / 2 \ C ( = O ) O C ( = N 2 ) C 3 = C C = C ( C = C 3 ) Cl ) O C,25 50 80 94 140 216 232 237 249 260 263 278 281 294 296 309 314 327 378 425 493 561 603 650 656 694 695 707 739 747 789 816 841 848 854 873 875 896 927 957 1038 1057 1070 1088 1095 1160 1238 1380 1382 1403 1448 1452 1536 1617 1667 1683 1703 1750 1810 1825 1828 1860 1873 1970 2033,CCOC1=C(C=CC(=C1)/C=C\2/C(=O)OC(=N2)OC3=N/C(=C/C4=CC(=C(C=C4)OC)OCC)/C(=O)O3)OC5=N/C(=C/C6=CC=C(C=C6)Cl)/C(=O)O5,CCOC1=C(C=CC(=C1)/C=C\2/C(=O)OC(=N2)OC3=N/C(=C/C4=CC(=C(C=C4)OC)OCC)/C(=O)O3)OC5=N/C(=C/C6=CC=C(C=C6)Cl)/C(=O)O5
